Product ID,Name,Price,Product Sub ID,Stock,Stock warning,Track inventory,Inventory rule,Items in stock on attr. level
"b7pla296p0","Black Swarovski Crystal Brooch Wild Sunflower with Crystalized Ray Florets","30.99000","","1","1","Yes","OutOfStock","",
"b7pla297g0","Orange Swarovski Crystal Brooch Round Star Design with Light Topaz Crystals","34.99000","","1","1","Yes","OutOfStock","",
"b7pla298p0","Green Swarovski Crystal Brooch Flower Design with Petal and AB Crystal Leaf","28.99000","","1","1","Yes","OutOfStock","",
"b7pla299p0","Black Swarovski Crystal Brooch Flower Design with Petal and AB Crystal Leaf","28.99000","","1","1","Yes","OutOfStock","",
"b7pla300p0","Blue Swarovski Crystal Brooch Flower Design with Petal and AB Crystal Leaf","28.99000","","1","1","Yes","OutOfStock","",
"b7pla301p0","White Swarovski Crystal Brooch Flower Design with Petal and AB Crystal Leaf","28.99000","","1","1","Yes","OutOfStock","",
"b7pla302g0","Orange Swarovski Crystal Brooch Flower Design with Petal and AB Crystal Leaf","28.99000","","1","1","Yes","OutOfStock","",
"b7pla304b0","Amethyst Swarovski Crystal Brooch Flower Bunch Design with Hanging Pendant","153.99000","","1","1","Yes","OutOfStock","",
"b7pla305g0","Orange Swarovski Crystal Brooch Flower Bunch Design with Hanging Pendant","153.99000","","1","1","Yes","OutOfStock","",
"b7pla306b0","Green Swarovski Crystal Brooch Flower Bunch Design with Hanging Pendant","153.99000","","1","1","Yes","OutOfStock","",
"b7pla307p0","White Swarovski Crystal Brooch Flower Bunch Design with Hanging Pendant","153.99000","","1","1","Yes","OutOfStock","",
"b7pla308b0","Pink Swarovski Crystal Brooch Flower Bunch Design with Hanging Pendant","153.99000","","1","1","Yes","OutOfStock","",
"b7pla309b0","Blue Swarovski Crystal Brooch Flower Bunch Design with Hanging Pendant","153.99000","","1","1","Yes","OutOfStock","",
"b7pla310p0","White Swarovski Element Crystalized Brooch Leaf Design","121.99000","","1","1","Yes","OutOfStock","",
"b7pla311g0","Orange Swarovski Element Crystalized Brooch Leaf Design","121.99000","","1","1","Yes","OutOfStock","",
"b7pla312g0","Pink Swarovski Element Crystalized Brooch Leaf Design","121.99000","","1","1","Yes","OutOfStock","",
"b7pla313p0","Blue Swarovski Crystal Brooch with Aurore Boreale Crystals Necklace Pendant","100.99000","","1","1","Yes","OutOfStock","",
"b7pla314p0","Purple Swarovski Crystal Brooch with Aurore Boreale Crystals Necklace Pendant","100.99000","","1","1","Yes","OutOfStock","",
"b7pla315p0","Green Swarovski Crystal Brooch with Aurore Boreale Crystals Necklace Pendant","100.99000","","1","1","Yes","OutOfStock","",
"b7pla316g0","Orange Swarovski Crystal Brooch with Aurore Boreale Crystals Necklace Pendant","100.99000","","1","1","Yes","OutOfStock","",
"b7pla317p0","White Swarovski Crystal Brooch with Aurore Boreale Crystals Necklace Pendant","100.99000","","1","1","Yes","OutOfStock","",
"b7pla318g0","Yellow Swarovski Crystal Brooch Flying Swan Carrying Hanging Pendant On Beak","62.99000","","1","1","Yes","OutOfStock","",
"b7pla319p0","Green Swarovski Crystal Brooch Flying Swan Carrying Hanging Pendant On Beak","62.99000","","1","1","Yes","OutOfStock","",
"b7pla320p0","White Swarovski Crystal Brooch Flying Swan Carrying Hanging Pendant On Beak","62.99000","","1","1","Yes","OutOfStock","",
"b7pla321g0","Blue Swarovski Crystal Brooch Flying Swan Carrying Hanging Pendant On Beak","62.99000","","1","1","Yes","OutOfStock","",
"b7pla322g0","Pink Swarovski Crystal Brooch Flying Swan Carrying Hanging Pendant On Beak","62.99000","","1","1","Yes","OutOfStock","",
"b7pla323g0","Purple Swarovski Crystal Brooch Flying Swan Carrying Hanging Pendant On Beak","62.99000","","1","1","Yes","OutOfStock","",
"b7pla324g0","Orange Swarovski Crystal Brooch Flying Swan Carrying Hanging Pendant On Beak","21.99000","","1","1","Yes","OutOfStock","",
"b7pla325p0","White Swarovski Crystal Brooch Crystalized Double Leaf Design","44.99000","","1","1","Yes","OutOfStock","",
"b7pla326p0","White Swarovski Crystal Brooch Lily Design with Clear Shiny Crystals","88.99000","","1","1","Yes","OutOfStock","",
"b7pla327p0","White Swarovski Crystal Brooch with Hanging Floral Leaves","65.99000","","1","1","Yes","OutOfStock","",
"b7pla328p0","Pink Swarovski Crystal Brooch with Hanging Floral Leaves","65.99000","","1","1","Yes","OutOfStock","",
"b7pla329p0","Green Swarovski Crystal Brooch with Hanging Floral Leaves","65.99000","","1","1","Yes","OutOfStock","",
"b7pla330p0","Purple Swarovski Crystal Brooch with Hanging Floral Leaves","65.99000","","1","1","Yes","OutOfStock","",
"b7pla331g0","Red Swarovski Crystal Brooch with Hanging Floral Leaves","65.99000","","1","1","Yes","OutOfStock","",
"b7pla332p0","White Floral Brooch with Swarovski Element Crystalized Floral Leaves","47.99000","","1","1","Yes","OutOfStock","",
"b7pla333p0","Blue Floral Brooch with Swarovski Element Crystalized Floral Leaves","47.99000","","1","1","Yes","OutOfStock","",
"b7pla334p0","Green Floral Brooch with Swarovski Element Crystalized Floral Leaves","47.99000","","1","1","Yes","OutOfStock","",
"b7pla335p0","Purple Floral Brooch with Swarovski Element Crystalized Floral Leaves","47.99000","","1","1","Yes","OutOfStock","",
"b7pla336p0","Pink Floral Brooch with Swarovski Element Crystalized Floral Leaves","47.99000","","1","1","Yes","OutOfStock","",
"b7pla337b0","Pink Swarovski Crystal Brooch Floral Leaf Design Necklace Pendant","82.99000","","1","1","Yes","OutOfStock","",
"b7pla338g0","Orange Swarovski Crystal Brooch Floral Leaf Design Necklace Pendant","82.99000","","1","1","Yes","OutOfStock","",
"b7pla339p0","White Swarovski Crystal Brooch Floral Leaf Design Necklace Pendant","82.99000","","1","1","Yes","OutOfStock","",
"b7pla340p0","White Swarovski Crystal Brooch Floral Leaf Design Necklace Pendant","71.99000","","1","1","Yes","OutOfStock","",
"b7pla341b0","Blue Swarovski Crystal Brooch Floral Leaf Design Necklace Pendant","71.99000","","1","1","Yes","OutOfStock","",
"b7pla342b0","Pink Swarovski Crystal Brooch Floral Leaf Design Necklace Pendant","71.99000","","1","1","Yes","OutOfStock","",
"b7pla343g0","Orange Swarovski Crystal Brooch Floral Leaf Design Necklace Pendant","71.99000","","1","1","Yes","OutOfStock","",
"b7pla344b0","Blue Floral Brooch with Crystalized Leaves and Necklace Pendant","121.99000","","1","1","Yes","OutOfStock","",
"b7pla345b0","Pink Floral Brooch with Crystalized Leaves and Necklace Pendant","121.99000","","1","1","Yes","OutOfStock","",
"b7pla346b0","Green Floral Brooch with Crystalized Leaves and Necklace Pendant","121.99000","","1","1","Yes","OutOfStock","",
"b7pla347p0","White Floral Brooch with Crystalized Leaves and Necklace Pendant","121.99000","","1","1","Yes","OutOfStock","",
"b7pla348g0","Blue Star Brooch Crystalized With Swarovski Elements","94.99000","","1","1","Yes","OutOfStock","",
"b7pla349g0","Pink Star Brooch Crystalized With Swarovski Elements","94.99000","","1","1","Yes","OutOfStock","",
"b7pla350p0","White Star Brooch Crystalized With Swarovski Elements","94.99000","","1","1","Yes","OutOfStock","",
"b7pla351p0","Orange Star Brooch Crystalized With Swarovski Elements","94.99000","","1","1","Yes","OutOfStock","",
"b7pla352g0","Red Brooch with Criss Cross Crystal Pattern with Necklace Pendant","76.99000","","1","1","Yes","OutOfStock","",
"b7pla353p0","Green Brooch with Criss Cross Crystal Pattern with Necklace Pendant","76.99000","","1","1","Yes","OutOfStock","",
"b7pla354p0","Grey Brooch with Criss Cross Crystal Pattern with Necklace Pendant","76.99000","","1","1","Yes","OutOfStock","",
"b7pla355g0","Orange Brooch with Criss Cross Crystal Pattern with Necklace Pendant","76.99000","","1","1","Yes","OutOfStock","",
"b7pla356b0","Floral Brooch with Necklace Pendant Crystalized with Swarovski Elements","59.99000","","1","1","Yes","OutOfStock","",
"b7pla357b0","Blue Floral Brooch with Necklace Pendant Crystalized with Swarovski Elements","59.99000","","1","1","Yes","OutOfStock","",
"b7pla358g0","Orange Floral Brooch with Necklace Pendant Crystalized with Swarovski Elements","59.99000","","1","1","Yes","OutOfStock","",
"b7pla359g0","Purple Floral Brooch with Necklace Pendant Crystalized with Swarovski Elements","59.99000","","0","1","Yes","OutOfStock","",
"b7pla360b0","Green Floral Brooch with Necklace Pendant Crystalized with Swarovski Elements","59.99000","","1","1","Yes","OutOfStock","",
"b7pla361p0","White Floral Brooch with Necklace Pendant Crystalized with Swarovski Elements","59.99000","","1","1","Yes","OutOfStock","",
"b7pla362p0","White Swarovski Crystal Brooch Round Star Design with Light Topaz Crystals","34.99000","","1","1","Yes","OutOfStock","",
"b7pla363p0","Blue Swarovski Crystal Brooch Round Star Design with Light Topaz Crystals","34.99000","","1","1","Yes","OutOfStock","",
"b7pla364p0","Pink Swarovski Crystal Brooch Round Star Design with Light Topaz Crystals","34.99000","","1","1","Yes","OutOfStock","",
"b7pla365g0","Yellow Swarovski Crystal Brooch Round Star Design with Light Topaz Crystals","34.99000","","1","1","Yes","OutOfStock","",
"b7pla366p0","Green Swarovski Crystal Brooch Round Star Design with Light Topaz Crystals","34.99000","","1","1","Yes","OutOfStock","",
"b7pla368p0","White Irresistible Brooch with Clear Swarovski Crystal Elements","39.99000","","1","1","Yes","OutOfStock","",
"b7pla369p0","Pink Seductive Swarovski Crystal Brooch with Round and Petal Shaped Crystals","23.99000","","1","1","Yes","OutOfStock","",
"b7pla370p0","Purple Seductive Swarovski Crystal Brooch with Round and Petal Shaped Crystals","23.99000","","1","1","Yes","OutOfStock","",
"b7pla371p0","Blue Seductive Swarovski Crystal Brooch with Round and Petal Shaped Crystals","23.99000","","0","1","Yes","OutOfStock","",
"b7pla372p0","Black Dazzling Swarovski Crystal Rose Brooch","15.99000","","1","1","Yes","OutOfStock","",
"b7pla373p0","Pink Dazzling Swarovski Crystal Rose Brooch","15.99000","","1","1","Yes","OutOfStock","",
"b7pla374p0","Purple Dazzling Swarovski Crystal Rose Brooch","15.99000","","1","1","Yes","OutOfStock","",
"b7pla375p0","Amethyst Dazzling Swarovski Crystal Rose Brooch","15.99000","","1","1","Yes","OutOfStock","",
"b7pla376p0","White Irresistible Swarovski Crystal Brooch with Charming Center Pendant","54.99000","","1","1","Yes","OutOfStock","",
"b7pla377g0","Grey Black Eyed Susan Flower Brooch with Crystalized Petals and Hanging Pendant","54.99000","","1","1","Yes","OutOfStock","",
"b7pla378g0","Pink Black Eyed Susan Flower Brooch with Crystalized Petals and Hanging Pendant","54.99000","","1","1","Yes","OutOfStock","",
"b7pla379g0","Purple Black Eyed Susan Flower Brooch with Crystalized Petals and Hanging Pendant","54.99000","","1","1","Yes","OutOfStock","",
"b7pla380p0","White Black Eyed Susan Flower Brooch with Crystalized Petals and Hanging Pendant","54.99000","","1","1","Yes","OutOfStock","",
"b7pla381g0","Green Black Eyed Susan Flower Brooch with Crystalized Petals and Hanging Pendant","54.99000","","1","1","Yes","OutOfStock","",
"b7pla382g0","Yellow Black Eyed Susan Flower Brooch with Crystalized Petals and Hanging Pendant","54.99000","","1","1","Yes","OutOfStock","",
"b7pla383g0","Red and Pink Inward-curved Floral Brooch with Crystalized Swarovski Elements ...","35.99000","","1","1","Yes","OutOfStock","",
"b7pla387p0","Pink Charming Butterfly Brooch with Crystalized Swarovski Elements","29.99000","","1","1","Yes","OutOfStock","",
"b7pla388p0","White Charming Butterfly Brooch with Crystalized Swarovski Elements","29.99000","","1","1","Yes","OutOfStock","",
"b7pla390g0","Purple Charming Butterfly Brooch with Crystalized Swarovski Elements","29.99000","","1","1","Yes","OutOfStock","",
"b7pla391g0","Yellow Charming Butterfly Brooch with Crystalized Swarovski Elements","29.99000","","1","1","Yes","OutOfStock","",
"b7pla392p0","Blue Charming Butterfly Brooch with Crystalized Swarovski Elements","29.99000","","1","1","Yes","OutOfStock","",
"b7pla393p0","Grey Charming Butterfly Brooch with Crystalized Swarovski Elements","29.99000","","1","1","Yes","OutOfStock","",
"b7pla394p0","White Alluring Tiger Brooch with Dazzling Swarovski Element Crystals","34.99000","","1","1","Yes","OutOfStock","",
"b7pla395p0","Swarovski Crystal Brooch with Inward-Curved Design Dazzling with Peridot Crystals","24.99000","","0","1","Yes","OutOfStock","",
"b7pla396p0","Black Chameleon Reptile On Branch Brooch Dazzling with Swarovski Element Crystals","34.99000","","1","1","Yes","OutOfStock","",
"b7pla397p0","Brown Chameleon Reptile On Branch Brooch Dazzling with Swarovski Element Crystals","34.99000","","1","1","Yes","OutOfStock","",
"b7pla398p0","Purple Chameleon Reptile On Branch Brooch Dazzling with Swarovski Element Crystals","34.99000","","1","1","Yes","OutOfStock","",
"b7pla399g0","Blue Floral Brooch Abundant with Swarovski Element Crystals","29.99000","","1","1","Yes","OutOfStock","",
"b7pla400g0","Green Floral Brooch Abundant with Swarovski Element Crystals","29.99000","","0","1","Yes","OutOfStock","",
"b7pla401g0","Orange Floral Swarovski Element Crystal Brooch with AB Crystals","39.99000","","1","1","Yes","OutOfStock","",
"b7pla402p0","Pink Floral Swarovski Element Crystal Brooch with AB Crystals","39.99000","","1","1","Yes","OutOfStock","",
"b7pla403p0","Blue Floral Swarovski Element Crystal Brooch with AB Crystals","39.99000","","1","1","Yes","OutOfStock","",
"b7pla404p0","Yellow Charming Flying Dove Brooch Crystalized with Swarovski Elements","34.99000","","1","1","Yes","OutOfStock","",
"b7pla405p0","Blue Charming Flying Dove Brooch Crystalized with Swarovski Elements","34.99000","","1","1","Yes","OutOfStock","",
"b7pla406p0","White Charming Flying Dove Brooch Crystalized with Swarovski Elements","34.99000","","1","1","Yes","OutOfStock","",
"b7pla407p0","Grey Charming Flying Dove Brooch Crystalized with Swarovski Elements","34.99000","","1","1","Yes","OutOfStock","",
"b7pla408p0","Purple Charming Flying Dove Brooch Crystalized with Swarovski Elements","34.99000","","1","1","Yes","OutOfStock","",
"b7pla409p0","White Flower Theme Brooch with Bow Petal Crystalized with Swarovski Crystals","11.99000","","1","1","Yes","OutOfStock","",
"b7pla410g0","Pink Swarovski Crystal Brooch Heart Design with Hanging Round Pendants","27.99000","","1","1","Yes","OutOfStock","",
"b7pla411g0","Purple Swarovski Crystal Brooch Heart Design with Hanging Round Pendants","27.99000","","1","1","Yes","OutOfStock","",
"b7pla412b0","Grey Swarovski Crystal Brooch Heart Design with Hanging Round Pendants","27.99000","","1","1","Yes","OutOfStock","",
"b7pla413p0","Purple Irresistible Circular Brooch with Dazzling Swarovski Element Crystals","39.99000","","1","1","Yes","OutOfStock","",
"b7pla414g0","White Irresistible Circular Brooch with Dazzling Swarovski Element Crystals","39.99000","","1","1","Yes","OutOfStock","",
"b7pla415b0","Pink Irresistible Circular Brooch with Dazzling Swarovski Element Crystals","39.99000","","1","1","Yes","OutOfStock","",
"b7pla416p0","Blue Irresistible Circular Brooch with Dazzling Swarovski Element Crystals","39.99000","","1","1","Yes","OutOfStock","",
"b7pla417p0","Purple Rhodium Plated Filigree Brooch Crystalized with Swarovski Elements","29.99000","","1","1","Yes","OutOfStock","",
"b7pla418p0","Blue Rhodium Plated Filigree Brooch Crystalized with Swarovski Elements","29.99000","","1","1","Yes","OutOfStock","",
"b7pla419p0","Green Rhodium Plated Filigree Brooch Crystalized with Swarovski Elements","29.99000","","1","1","Yes","OutOfStock","",
"b7pla420p0","Pink Rhodium Plated Filigree Brooch Crystalized with Swarovski Elements","29.99000","","1","1","Yes","OutOfStock","",
"b7pla421g0","Pink Complementary Flower Brooch with Dazzling Swarovski Crystals","21.99000","","1","1","Yes","OutOfStock","",
"b7pla422g0","Purple Complementary Flower Brooch with Dazzling Swarovski Crystals","21.99000","","1","1","Yes","OutOfStock","",
"b7pla423p0","White Complementary Flower Brooch with Dazzling Swarovski Crystals","21.99000","","1","1","Yes","OutOfStock","",
"b7pla424p0","Light Amethyst Complementary Flower Brooch with Dazzling Swarovski Crystals","21.99000","","1","1","Yes","OutOfStock","",
"b7pla425b0","Pink Swarovski Crystal Floral Filigree Design Brooch with Crystalized Petals","34.99000","","1","1","Yes","OutOfStock","",
"b7pla426g0","Purple Swarovski Crystal Floral Filigree Design Brooch with Crystalized Petals","34.99000","","1","1","Yes","OutOfStock","",
"b7pla427g0","Pink Swarovski Crystal Floral Filigree Design Brooch with Crystalized Petals","17.99000","","1","1","Yes","OutOfStock","",
"b7pla428g0","Yellow Gold Plated Swarovski Element Crystal Brooch Crystalized Leaf Design","14.99000","","1","1","Yes","OutOfStock","",
"b7pla429p0","White Dazzling Swarovski Element Crystal Brooch with Rhodium Plating","24.99000","","1","1","Yes","OutOfStock","",
"b7pla430g0","Yellow Filigree Crown Design Brooch with Dangling Swarovski Elements","35.99000","","1","1","Yes","OutOfStock","",
"b7pla431b0","Pink Swarovski Element Crystal Brooch with AB Crystals","31.99000","","1","1","Yes","OutOfStock","",
"b7pla433p0","Grey Circular Brooch with Flowers Crystalized with Swarovski Element Crystals","15.99000","","1","1","Yes","OutOfStock","",
"b7pla434p0","White Swarovski Crystal Filigree Floral Leaf","45.99000","","1","1","Yes","OutOfStock","",
"b7pla435p0","Blue Irresistible Flower Brooch with Crystalized Swarovski Elements","27.99000","","1","1","Yes","OutOfStock","",
"b7pla436b0","Black Irresistible Flower Brooch with Crystalized Swarovski Elements","27.99000","","1","1","Yes","OutOfStock","",
"b7pla437p0","Amethyst Irresistible Flower Brooch with Crystalized Swarovski Elements","27.99000","","1","1","Yes","OutOfStock","",
"b7pla438p0","Grey Irresistible Flower Brooch with Crystalized Swarovski Elements","27.99000","","1","1","Yes","OutOfStock","",
"b7pla439p0","Orange Irresistible Flower Brooch with Crystalized Swarovski Elements","27.99000","","1","1","Yes","OutOfStock","",
"b7pla440b0","Pink Irresistible Flower Brooch with Crystalized Swarovski Elements","27.99000","","1","1","Yes","OutOfStock","",
"b7pla441p0","Green Irresistible Circular Brooch with Flower As The Center Piece","25.99000","","1","1","Yes","OutOfStock","",
"b7pla442g0","Red Irresistible Circular Brooch with Flower As The Center Piece","25.99000","","1","1","Yes","OutOfStock","",
"b7pla443g0","Pink Irresistible Circular Brooch with Flower As The Center Piece","25.99000","","1","1","Yes","OutOfStock","",
"b7pla444g0","Purple Irresistible Circular Brooch with Flower As The Center Piece","25.99000","","1","1","Yes","OutOfStock","",
"b7rsa001p0","Swarovski Crystal Rings with Rhodium Finish","9.99000","","5","1","Yes","OutOfStock","",
"b7rsa002p0","Capri Blue Ring with Five Layers of Swarovski Crystals","9.99000","","1","1","Yes","OutOfStock","",
"b7rsa003p0","Swarovski Crystal Ring with Four Layer of Capri Blue Crystals","9.99000","","1","1","Yes","OutOfStock","",
"b7rsa004p0","Swarovski Crystal Ring with Rose Layer Crystals and Rhodium Plated","9.99000","","1","1","Yes","OutOfStock","",
"b7rsa005b0","Swarovski Crystal Ring with Mint Crystals","9.99000","","1","1","Yes","OutOfStock","",
"b7rsa006p0","Capri Blue Ring with Swarovski Crystals","9.99000","","1","1","Yes","OutOfStock","",
"b7rsa007p0","Rhodium Plated Ring with Three Layers of Topaz Swarovski Element Crystals","9.99000","","1","1","Yes","OutOfStock","",
"b7rsa008p0","Swarovski Crystal Ring with Aquamarine Crystals","9.99000","","5","1","Yes","OutOfStock","",
"b7rsa009p0","Swarovski Crystal Rings with Rhodium Finish Jet Black and Clear Crystals","9.99000","","1","1","Yes","OutOfStock","",
"b7rsa010p0","Rhodium Plated Ring with Jet Black Swarovski Crystals","9.99000","","3","1","Yes","OutOfStock","",
"b7rsa011b0","Five Layer Jet Black Crystal Ring with Swarovski Crystals","9.99000","","1","1","Yes","OutOfStock","",
"b7rsa012p0","Swarovski Crystals Ring with Tanzanite Color Crystals","9.99000","","3","1","Yes","OutOfStock","",
"b7rsa013e0","Swarovski Crystals Ring with Light Siam and Jet Pattern Crystals","9.99000","","4","1","Yes","OutOfStock","",
"b7rsa014e0","Swarovski Crystal Ring with Five Layers of turquoise Crystals","9.99000","","1","1","Yes","OutOfStock","",
"b7rsa015e0","Swarovski Crystal Ring with Topaz Crystals","9.99000","","5","1","Yes","OutOfStock","",
"b7rsa016e0","Swarovski Crystal Ring with Topaz Crystals","9.99000","","3","1","Yes","OutOfStock","",
"b7rsa017e0","Swarovski Crystal Ring with Sapphire Crystals","9.99000","","3","1","Yes","OutOfStock","",
"b7rsa018e0","Swarovski Crystals Ring with Amethyst Color Crystals","9.99000","","7","1","Yes","OutOfStock","",
"b7rsa019p0","Swarovski Crystals Ring with Light Siam and Jet Color Crystals","9.99000","","9","1","Yes","OutOfStock","",
"b7rsa020p0","Swarovski Crystal Ring Jet Colored Pendants","9.99000","","7","1","Yes","OutOfStock","",
"b7rsa021p0","Swarovski Crystal Ring with Rose Layer Crystals and Rhodium Plated","9.99000","","1","1","Yes","OutOfStock","",
"b7rsa022g0","Swarovski Crystal Ring with Jonquil and Topaz Crystals","9.99000","","15","1","Yes","OutOfStock","",
"b7rsa023e0","Swarovski Crystal Ring with Peridot and Chrysolite Crystals","9.99000","","17","1","Yes","OutOfStock","",
"b7rsa024b0","Jet and Clear Crystal Pendant Ring","9.99000","","16","1","Yes","OutOfStock","",
"b7rsa025e0","Pink Swarovski Crystal Ring with Five-Tones","9.99000","","19","1","Yes","OutOfStock","",
"b7rsa027p0","Swarovski Crystal Ring with Peridot Crystals","9.99000","","9","1","Yes","OutOfStock","",
"b7rsa028g0","Ring with Five Layer of Violet and Amethyst Swarovski Crystals","9.99000","","1","1","Yes","OutOfStock","",
"b7rsa030g0","Three Tone Swarovski Crystal Ring with Topaz Color","9.99000","","9","1","Yes","OutOfStock","",
"b7rsa031g0","Swarovski Crystal Ring with Three Tone of Topaz Color","9.99000","","3","1","Yes","OutOfStock","",
"b7rsa032e0","Aquamarine Swarovski Crystal Ring with Capri Blue Crystals","9.99000","","13","1","Yes","OutOfStock","",
"b7rsa033p0","Swarovski Crystals Ring with Light Siam Color Crystals","9.99000","","15","1","Yes","OutOfStock","",
"b7rsa034g0","Ring with Rose, Fuchsia and Topaz Swarovski Crystal Pendants","9.99000","","5","1","Yes","OutOfStock","",
"b7rsa035g0","Swarovski Crystals Ring with Light Siam Crystals","9.99000","","10","1","Yes","OutOfStock","",
"b7rsa036e0","Swarovski Crystal Ring with Rose and Peridot Crystals","9.99000","","3","1","Yes","OutOfStock","",
"b7rsa037e0","Swarovski Crystal Ring with Topaz and Light Topaz Crystal Patterns","9.99000","","1","1","Yes","OutOfStock","",
"b7rsa038e0","Swarovski Crystal Ring with Topaz Crystal Patterns","9.99000","","1","1","Yes","OutOfStock","",
"b7rsa039e0","Three-Tone Swarovski Crystals Ring with Light Siam Color Crystals","9.99000","","1","1","Yes","OutOfStock","",
"b7rsa040p0","Swarovski Crystal Ring with Rhodium Finish Jet and Clear Crystals","9.99000","","6","1","Yes","OutOfStock","",
"b7rsa041p0","Ring with Five Layers of Swarovski Crystal Golden Shadow","9.99000","","1","1","Yes","OutOfStock","",
"b7rsa042p0","Rhodium Plated Ring with Swarovski Crystals","9.99000","","1","1","Yes","OutOfStock","",
"b7rsa043p0","Swarovski Crystal Ring with Aquamarine Crystals","9.99000","","1","1","Yes","OutOfStock","",
"b7rsa044e0","Capri Blue and Light Sapphire Ring with Five Layers of Swarovski Crystals","9.99000","","1","1","Yes","OutOfStock","",
"b7rsa045p0","Swarovski Crystal Ring with Mint Crystals","9.99000","","13","1","Yes","OutOfStock","",
"b7rsa046e0","Ring with Five Layers of Blue Zircon and Capri Blue Swarovski Crystals","9.99000","","1","1","Yes","OutOfStock","",
"b7rsa047e0","Swarovski Crystal Ring with Peridot and Topaz Crystals","9.99000","","2","1","Yes","OutOfStock","",
"b7rsa048e0","Ring with Crystal and Crystal Aurore Swarovski Crystals","9.99000","","3","1","Yes","OutOfStock","",
"b7rsa049e0","Ring with Five Layers of Amethyst Swarovski Crystals","9.99000","","1","1","Yes","OutOfStock","",
"b7rsa050g0","Ring with Rose and Fuchsia Swarovski Crystal Pendants","9.99000","","7","1","Yes","OutOfStock","",
"b7rsa051p0","Ring with Capri Blue and Crystal Aurore Swarovski Crystals","9.99000","","1","1","Yes","OutOfStock","",
"b7rsa052b0","Ring with Four Layers of Swarovski Crystals","9.99000","","1","1","Yes","OutOfStock","",
"b7rsa053p0","Swarovski Crystals Ring with Light Siam Color Crystals","9.99000","","4","1","Yes","OutOfStock","",
"b7rsa054p0","Capri Blue Ring with Swarovski Crystals","9.99000","","8","1","Yes","OutOfStock","",
"b7rsa055p0","Rose Swarovski Crystal Ring with Four-Tones","9.99000","","2","1","Yes","OutOfStock","",
"b7rsa056p0","Ring with Five Layers of Crystal Swarovski Elements","9.99000","","1","1","Yes","OutOfStock","",
"b7rsa057p0","Purple Swarovski Crystal Ring with Enamel Finish","9.99000","","1","1","Yes","OutOfStock","",
"b7rsa058p0","Ring with Rose, Fuchsia and Topaz Swarovski Crystal Pendants","9.99000","","2","1","Yes","OutOfStock","",
"b7rsa059e0","Swarovski Crystal Ring with Rose, Peridot and Topaz Crystals","9.99000","","34","1","Yes","OutOfStock","",
"b7rsa060b0","Swarovski Crystal Ring with Clear and Jet Black Crystals","9.99000","","6","1","Yes","OutOfStock","",
"b7rsa061e0","Ring with Five Layers of Swarovski Element Crystals","9.99000","","1","1","Yes","OutOfStock","",
"b7rsa062b0","Swarovski Crystal Rings with Jet Crystals","9.99000","","1","1","Yes","OutOfStock","",
"b7rsa063b0","Swarovski Crystal Ring with Clear and Jet Black Crystals","9.99000","","1","1","Yes","OutOfStock","",
"b7rsa064p0","Ring with Blue Zircon and Crystal Aurore Crystal Layers","9.99000","","1","1","Yes","OutOfStock","",
"b7rsa131g0","Swarovski Crystal Ring with Topaz and Light Topaz Crystal Patterns","9.99000","","1","1","Yes","OutOfStock","",
"b7rsa157g0","Swarovski Crystals Ring with Light Siam Crystal Pendants","9.99000","","15","1","Yes","OutOfStock","",
"cy2955s","Black Bejeweled Sunglasses","78.99000","","2","0","Yes","Hide","",
"cy7825s","Swarovski Elements Crystal bejeweled Sunglasses","41.99000","","2","0","Yes","Hide","",
"cy8546s","Brown Bejeweled Sunglasses","37.99000","","2","0","Yes","Hide","",
"cy9328-2s","Bejeweled Black Sunglasses","45.99000","","2","0","Yes","Hide","",
"cy9328r","Bejeweled Brown Sunglasses","45.99000","","2","0","Yes","Hide","",
"cy9338-2s","Swarovski Elements Crystal bejeweled Black Sunglasses","58.99000","","2","0","Yes","Hide","",
"cy9338s","Stunning Bejeweled Brown Sunglasses","58.99000","","2","0","Yes","Hide","",
"cy9361s","Polarized Black Bejeweled Sunglasses","44.99000","","2","0","Yes","Hide","",
"F9078s","Black Swarovski Elements Crystals bejeweled Sunglasses","79.99000","","0","1","Yes","OutOfStock","",
"gd0328","Royal purple Cinderella fairy tale carriage cart trinket box with Swarovski Elements Crystals","119.99000","","2","1","Yes","OutOfStock","",
"gd0328-1","Royal blue Cinderella fairy tale carriage cart trinket box with Swarovski Elements Crystals","119.99000","","15","1","Yes","OutOfStock","",
"gd0328-2","Royal red Cinderella fairy tale carriage cart trinket box with Swarovski Elements Crystals","119.99000","","16","1","Yes","OutOfStock","",
"gd0328-4","Royal crystal Cinderella fairy tale carriage cart trinket box with Swarovski Elements Crystals","119.99000","","0","1","Yes","OutOfStock","",
"Hg211-2s","Red Cheetah Pattern Bejeweled Sunglasses","58.99000","","2","0","Yes","Hide","",
"Hg211s","Delightful Black Swarovski Elements Crystal Bejeweled Sunglasses","58.99000","","2","0","Yes","Hide","",
"jb65x1783","Rooster Trinke Box with Swarovski Element Crystals Pill Jewelry Box","79.99000","","59","1","Yes","OutOfStock","",
"jd0017-1","Green ribbon floral heart trinket box with Swarovski Elements Crystals","47.99000","","2","1","Yes","OutOfStock","",
"jd0017-4","Purple ribbon floral heart trinket box with Swarovski Elements Crystals","47.99000","","1","1","Yes","OutOfStock","",
