Product ID,Name,Price,Product Sub ID,Stock,Stock warning,Track inventory,Inventory rule,Items in stock on attr. level
"b7pla053g0","Yellow Swarovski Crystal Brooch Blooming Flower Head Design","47.99000","","1","1","Yes","OutOfStock","",
"b7pla054p0","Red Swarovski Crystal Brooch Blooming Flower Head Design","47.99000","","1","1","Yes","OutOfStock","",
"b7pla055p0","Green Swarovski Crystal Brooch Blooming Flower Head Design","47.99000","","1","1","Yes","OutOfStock","",
"b7pla056p0","Blue Swarovski Crystal Brooch Blooming Flower Head Design","47.99000","","1","1","Yes","OutOfStock","",
"b7pla057p0","Red Swarovski Crystal Brooch with Multi Oval Shaped Crystals","30.99000","","1","1","Yes","OutOfStock","",
"b7pla058g0","Orange Swarovski Crystal Brooch with Multi Oval Shaped Crystals","30.99000","","1","1","Yes","OutOfStock","",
"b7pla059p0","Amethyst Swarovski Crystal Brooch with Multi Oval Shaped Crystals","30.99000","","1","1","Yes","OutOfStock","",
"b7pla060p0","Blue Swarovski Crystal Brooch with Multi Oval Shaped Crystals","30.99000","","1","1","Yes","OutOfStock","",
"b7pla061p0","White Swarovski Crystal Brooch with Multi Oval Shaped Crystals","30.99000","","1","1","Yes","OutOfStock","",
"b7pla063g0","Orange Swarovski Crystal Brooch with Big Center Pendant and Multi Crystal Pattern","47.99000","","1","1","Yes","OutOfStock","",
"b7pla065b0","Green Swarovski Crystal Brooch with Big Center Pendant and Multi Crystal Pattern","47.99000","","1","1","Yes","OutOfStock","",
"b7pla066p0","White Swarovski Crystal Brooch with Big Center Pendant and Multi Crystal Pattern","47.99000","","1","1","Yes","OutOfStock","",
"b7pla067b0","Black Swarovski Crystal Brooch Owl Design","55.99000","","1","1","Yes","OutOfStock","",
"b7pla068p0","Green Swarovski Crystal Brooch Owl Design","55.99000","","1","1","Yes","OutOfStock","",
"b7pla069p0","White Swarovski Crystal Brooch Owl Design","55.99000","","1","1","Yes","OutOfStock","",
"b7pla070p0","Pink Swarovski Crystal Brooch Owl Design","55.99000","","1","1","Yes","OutOfStock","",
"b7pla071p0","Purple Swarovski Crystal Brooch Owl Design","55.99000","","1","1","Yes","OutOfStock","",
"b7pla072g0","Yellow Swarovski Crystal Brooch Butterfly Design","35.99000","","1","1","Yes","OutOfStock","",
"b7pla073p0","Purple Swarovski Crystal Brooch Butterfly Design","35.99000","","1","1","Yes","OutOfStock","",
"b7pla074p0","Green Swarovski Crystal Brooch Butterfly Design","35.99000","","1","1","Yes","OutOfStock","",
"b7pla075p0","White Swarovski Crystal Brooch Butterfly Design","35.99000","","0","1","Yes","OutOfStock","",
"b7pla076p0","Pink Swarovski Crystal Brooch Butterfly Design","35.99000","","1","1","Yes","OutOfStock","",
"b7pla078p0","Pink Phlox Flower Head Brooch with Grape Bunch Crystal Pattern","65.99000","","1","1","Yes","OutOfStock","",
"b7pla079p0","Blue Phlox Flower Head Brooch with Grape Bunch Crystal Pattern","65.99000","","1","1","Yes","OutOfStock","",
"b7pla081b0","Green Phlox Flower Head Brooch with Grape Bunch Crystal Pattern","65.99000","","1","1","Yes","OutOfStock","",
"b7pla082p0","Phlox Flower Head Brooch with Grape Bunch Crystal Pattern","65.99000","","1","1","Yes","OutOfStock","",
"b7pla083g0","Orange Swarovski Crystal Brooch with Multi Crystal Pattern","51.99000","","1","1","Yes","OutOfStock","",
"b7pla084p0","Green Swarovski Crystal Brooch with Multi Crystal Pattern","51.99000","","1","1","Yes","OutOfStock","",
"b7pla086p0","White Swarovski Crystal Brooch with Multi Crystal Pattern","51.99000","","1","1","Yes","OutOfStock","",
"b7pla087p0","Purple Swarovski Crystal Brooch with Multi Crystal Pattern","51.99000","","1","1","Yes","OutOfStock","",
"b7pla088g0","Purple Swarovski Crystal Brooch Swan with a Crown Design","47.99000","","1","1","Yes","OutOfStock","",
"b7pla090g0","Blue Swarovski Crystal Brooch Swan with a Crown Design","47.99000","","1","1","Yes","OutOfStock","",
"b7pla091p0","White Swarovski Crystal Brooch Swan with a Crown Design","47.99000","","1","1","Yes","OutOfStock","",
"b7pla092p0","Black Swarovski Crystal Brooch Swan with a Crown Design","47.99000","","1","1","Yes","OutOfStock","",
"b7pla093g0","Orange Swarovski Crystal Brooch Swan with a Crown Design","47.99000","","1","1","Yes","OutOfStock","",
"b7pla094g0","Blue Swarovski Crystal Brooch with Circular and Square Crystal Patterns","72.99000","","1","1","Yes","OutOfStock","",
"b7pla095b0","Black Swarovski Crystal Brooch with Circular and Square Crystal Patterns","72.99000","","1","1","Yes","OutOfStock","",
"b7pla096p0","White Swarovski Crystal Brooch with Circular and Square Crystal Patterns","72.99000","","1","1","Yes","OutOfStock","",
"b7pla097p0","Pink Swarovski Crystal Brooch with Circular and Square Crystal Patterns","72.99000","","1","1","Yes","OutOfStock","",
"b7pla098g0","Purple Swarovski Crystal Brooch with Circular and Square Crystal Patterns","72.99000","","1","1","Yes","OutOfStock","",
"b7pla099g0","Green Swarovski Crystal Brooch with Circular and Square Crystal Patterns","72.99000","","1","1","Yes","OutOfStock","",
"b7pla100p0","Red Swarovski Crystal Brooch Mouse Design","34.99000","","1","1","Yes","OutOfStock","",
"b7pla101p0","Purple Swarovski Crystal Brooch Mouse Design","34.99000","","1","1","Yes","OutOfStock","",
"b7pla102p0","Blue Swarovski Crystal Brooch Mouse Design","34.99000","","1","1","Yes","OutOfStock","",
"b7pla103g0","Yellow Swarovski Crystal Brooch Mouse Design","34.99000","","1","1","Yes","OutOfStock","",
"b7pla104p0","White Swarovski Crystal Brooch Mouse Design","34.99000","","1","1","Yes","OutOfStock","",
"b7pla105g0","Purple Flying Swan Brooch with Swarovski Crystals","25.99000","","1","1","Yes","OutOfStock","",
"b7pla106g0","Yellow Flying Swan Brooch with Swarovski Crystals","25.99000","","1","1","Yes","OutOfStock","",
"b7pla107g0","orange Flying Swan Brooch with Swarovski Crystals","25.99000","","1","1","Yes","OutOfStock","",
"b7pla108g0","Blue Flying Swan Brooch with Swarovski Crystals","25.99000","","1","1","Yes","OutOfStock","",
"b7pla109g0","Pink Flying Swan Brooch with Swarovski Crystals","25.99000","","1","1","Yes","OutOfStock","",
"b7pla111p0","Red Swarovski Crystal Bow Brooch","33.99000","","1","1","Yes","OutOfStock","",
"b7pla112p0","Purple Swarovski Crystal Bow Brooch","33.99000","","1","1","Yes","OutOfStock","",
"b7pla113p0","Blue Swarovski Crystal Bow Brooch","33.99000","","1","1","Yes","OutOfStock","",
"b7pla114g0","Yellow Swarovski Crystal Bow Brooch","33.99000","","1","1","Yes","OutOfStock","",
"b7pla115p0","Pink Swarovski Crystal Brooch Skull with Heart Shaped Eye Design","76.99000","","1","1","Yes","OutOfStock","",
"b7pla116p0","Grey Swarovski Crystal Brooch Skull with Heart Shaped Eye Design","76.99000","","1","1","Yes","OutOfStock","",
"b7pla118b0","Green Swarovski Crystal Brooch Skull with Heart Shaped Eye Design","76.99000","","1","1","Yes","OutOfStock","",
"b7pla119g0","Yellow Swarovski Crystal Brooch Skull with Heart Shaped Eye Design","76.99000","","1","1","Yes","OutOfStock","",
"b7pla120b0","Black Swarovski Crystal Brooch Skull with Heart Shaped Eye Design","76.99000","","1","1","Yes","OutOfStock","",
"b7pla121p0","White Swarovski Crystal Brooch Skull with Heart Shaped Eye Design","76.99000","","1","1","Yes","OutOfStock","",
"b7pla122p0","Blue Swarovski Crystal Brooch Storm Like Design","33.99000","","1","1","Yes","OutOfStock","",
"b7pla123g0","Orange Swarovski Crystal Brooch Storm Like Design","33.99000","","1","1","Yes","OutOfStock","",
"b7pla124p0","Black Swarovski Crystal Brooch Storm Like Design","33.99000","","1","1","Yes","OutOfStock","",
"b7pla125p0","White Swarovski Crystal Brooch Storm Like Design","33.99000","","1","1","Yes","OutOfStock","",
"b7pla126g0","Yellow Swarovski Crystal Brooch Playboy Bunny with Bow Tie Design","37.99000","","1","1","Yes","OutOfStock","",
"b7pla127p0","Green Swarovski Crystal Brooch Playboy Bunny with Bow Tie Design","37.99000","","1","1","Yes","OutOfStock","",
"b7pla128p0","White Swarovski Crystal Brooch Playboy Bunny with Bow Tie Design","37.99000","","1","1","Yes","OutOfStock","",
"b7pla129g0","Red Swarovski Crystal Brooch Playboy Bunny with Bow Tie Design","37.99000","","1","1","Yes","OutOfStock","",
"b7pla130p0","Purple Swarovski Crystal Brooch Heart Shaped Flower with Petals Design","38.99000","","1","1","Yes","OutOfStock","",
"b7pla131p0","Red Swarovski Crystal Brooch Heart Shaped Flower with Petals Design","38.99000","","1","1","Yes","OutOfStock","",
"b7pla132p0","Blue Swarovski Crystal Brooch Heart Shaped Flower with Petals Design","38.99000","","1","1","Yes","OutOfStock","",
"b7pla133p0","Grey Swarovski Crystal Brooch Heart Shaped Flower with Petals Design","38.99000","","1","1","Yes","OutOfStock","",
"b7pla134p0","Pink Swarovski Crystal Brooch Skull Cross Design","45.99000","","1","1","Yes","OutOfStock","",
"b7pla135p0","Amethyst Swarovski Crystal Brooch Skull Cross Design","45.99000","","1","1","Yes","OutOfStock","",
"b7pla136p0","Purple Swarovski Crystal Brooch Skull Cross Design","45.99000","","1","1","Yes","OutOfStock","",
"b7pla137p0","White Swarovski Crystal Brooch Skull Cross Design","45.99000","","1","1","Yes","OutOfStock","",
"b7pla138p0","Blue Swarovski Crystal Brooch Skull Cross Design","45.99000","","1","1","Yes","OutOfStock","",
"b7pla139g0","Orange Swarovski Crystal Brooch Skull Cross Design","45.99000","","1","1","Yes","OutOfStock","",
"b7pla140g0","Purple Swarovski Crystal Brooch Butterfly Brooch","72.99000","","1","1","Yes","OutOfStock","",
"b7pla141g0","Blue Swarovski Crystal Brooch Butterfly Brooch","72.99000","","1","1","Yes","OutOfStock","",
"b7pla142g0","Pink Swarovski Crystal Brooch Butterfly Brooch","72.99000","","1","1","Yes","OutOfStock","",
"b7pla143b0","Blak Swarovski Crystal Brooch Butterfly Brooch","72.99000","","1","1","Yes","OutOfStock","",
"b7pla144p0","White Swarovski Crystal Brooch Butterfly Brooch","72.99000","","1","1","Yes","OutOfStock","",
"b7pla145p0","Green Swarovski Crystal Brooch Butterfly Brooch","72.99000","","1","1","Yes","OutOfStock","",
"b7pla146g0","Yellow Mariposa Lily Swarovski Crystal Brooch Design","65.99000","","1","1","Yes","OutOfStock","",
"b7pla147g0","Orange Mariposa Lily Swarovski Crystal Brooch Design","65.99000","","1","1","Yes","OutOfStock","",
"b7pla148p0","Grey Mariposa Lily Swarovski Crystal Brooch Design","65.99000","","1","1","Yes","OutOfStock","",
"b7pla149g0","Blue Mariposa Lily Swarovski Crystal Brooch Design","65.99000","","1","1","Yes","OutOfStock","",
"b7pla150b0","Green Mariposa Lily Swarovski Crystal Brooch Design","65.99000","","1","1","Yes","OutOfStock","",
"b7pla151g0","Pink Mariposa Lily Swarovski Crystal Brooch Design","65.99000","","1","1","Yes","OutOfStock","",
"b7pla152p0","Orange Swarovski Crystal Brooch Lizard Design","79.99000","","1","1","Yes","OutOfStock","",
"b7pla153p0","White Swarovski Crystal Brooch Lizard Design","79.99000","","1","1","Yes","OutOfStock","",
"b7pla155g0","Yellow Swarovski Crystal Brooch Lizard Design","79.99000","","1","1","Yes","OutOfStock","",
"b7pla156p0","Purple Swarovski Crystal Brooch Lizard Design","79.99000","","1","1","Yes","OutOfStock","",
"b7pla157p0","White Swarovski Crystal Brooch Cat Queen Design","38.99000","","1","1","Yes","OutOfStock","",
"b7pla158p0","Green Swarovski Crystal Brooch Cat Queen Design","38.99000","","1","1","Yes","OutOfStock","",
"b7pla160p0","White Swarovski Crystal Brooch Flower Bunch Design","49.99000","","1","1","Yes","OutOfStock","",
"b7pla161p0","Red Swarovski Crystal Brooch Flower Bunch Design","49.99000","","1","1","Yes","OutOfStock","",
"b7pla162p0","Black Swarovski Crystal Brooch Flower Bunch Design","49.99000","","1","1","Yes","OutOfStock","",
"b7pla163p0","Green Swarovski Crystal Brooch Flower Bunch Design","49.99000","","1","1","Yes","OutOfStock","",
"b7pla164p0","Blue Swarovski Crystal Brooch Circular Floral Pattern","61.99000","","1","1","Yes","OutOfStock","",
"b7pla165p0","Purple Swarovski Crystal Brooch Circular Floral Pattern","61.99000","","1","1","Yes","OutOfStock","",
"b7pla166p0","Grey Swarovski Crystal Brooch Circular Floral Pattern","61.99000","","1","1","Yes","OutOfStock","",
"b7pla167p0","White Swarovski Crystal Brooch Circular Floral Pattern","61.99000","","1","1","Yes","OutOfStock","",
"b7pla168p0","Pink Swarovski Crystal Brooch Circular Floral Pattern","61.99000","","1","1","Yes","OutOfStock","",
"b7pla169g0","Orange Swarovski Crystal Brooch Circular Floral Pattern","61.99000","","1","1","Yes","OutOfStock","",
"b7pla170g0","Orange Swarovski Crystal Brooch with Squid Design","49.99000","","1","1","Yes","OutOfStock","",
"b7pla171p0","Blue Swarovski Crystal Brooch with Squid Design","49.99000","","1","1","Yes","OutOfStock","",
"b7pla172p0","Pink Swarovski Crystal Brooch with Squid Design","49.99000","","1","1","Yes","OutOfStock","",
"b7pla173p0","White Swarovski Crystal Brooch with Squid Design","49.99000","","1","1","Yes","OutOfStock","",
"b7pla174g0","Yellow Swarovski Crystal Brooch with Squid Design","49.99000","","1","1","Yes","OutOfStock","",
"b7pla175p0","Purple Swarovski Crystal Brooch with Squid Design","49.99000","","1","1","Yes","OutOfStock","",
"b7pla176p0","White Swarovski Crystal Brooch with Muti Shape Stone Patterns","135.99000","","1","1","Yes","OutOfStock","",
"b7pla177g0","Orange Swarovski Crystal Brooch with Muti Shape Stone Patterns","135.99000","","1","1","Yes","OutOfStock","",
"b7pla178b0","Amethyst Swarovski Crystal Brooch with Muti Shape Stone Patterns","135.99000","","1","1","Yes","OutOfStock","",
"b7pla179p0","White Swarovski Crystal Brooch Bow Design","62.99000","","1","1","Yes","OutOfStock","",
"b7pla180p0","Pink Swarovski Crystal Brooch Bow Design","62.99000","","1","1","Yes","OutOfStock","",
"b7pla181p0","Blue Swarovski Crystal Brooch Bow Design","62.99000","","1","1","Yes","OutOfStock","",
"b7pla182g0","Orange Swarovski Crystal Brooch Bow Design","62.99000","","1","1","Yes","OutOfStock","",
"b7pla183b0","Amethyst Swarovski Crystal Brooch Bow Design","62.99000","","0","1","Yes","OutOfStock","",
"b7pla184p0","Purple Swarovski Crystal Brooch Bow Design","62.99000","","1","1","Yes","OutOfStock","",
"b7pla185g0","Blue Heart Shape Swarovski Crystal Brooch","66.99000","","1","1","Yes","OutOfStock","",
"b7pla186g0","Purple Heart Shape Swarovski Crystal Brooch","66.99000","","1","1","Yes","OutOfStock","",
"b7pla187p0","Green Heart Shape Swarovski Crystal Brooch","66.99000","","1","1","Yes","OutOfStock","",
"b7pla188g0","Pink Heart Shape Swarovski Crystal Brooch","66.99000","","1","1","Yes","OutOfStock","",
"b7pla189p0","White Heart Shape Swarovski Crystal Brooch","66.99000","","1","1","Yes","OutOfStock","",
"b7pla190g0","Orange Heart Shape Swarovski Crystal Brooch","66.99000","","1","1","Yes","OutOfStock","",
"b7pla191p0","Green Swarovski Crystal Brooch Dragonfly Design","66.99000","","1","1","Yes","OutOfStock","",
"b7pla192p0","White Swarovski Crystal Brooch Dragonfly Design","66.99000","","1","1","Yes","OutOfStock","",
"b7pla193g0","Orange Swarovski Crystal Brooch Dragonfly Design","66.99000","","0","1","Yes","OutOfStock","",
"b7pla194b0","Amethyst Swarovski Crystal Brooch Dragonfly Design","66.99000","","1","1","Yes","OutOfStock","",
"b7pla195b0","Black Swarovski Crystal Brooch Flower with Leaves Design","49.99000","","1","1","Yes","OutOfStock","",
"b7pla196b0","Purple Swarovski Crystal Brooch Flower with Leaves Design","49.99000","","1","1","Yes","OutOfStock","",
"b7pla197g0","Red Swarovski Crystal Brooch Flower with Leaves Design","49.99000","","1","1","Yes","OutOfStock","",
"b7pla198b0","Green Swarovski Crystal Brooch Flower with Leaves Design","49.99000","","1","1","Yes","OutOfStock","",
"b7pla199b0","Blue Swarovski Crystal Brooch Flower with Leaves Design","49.99000","","1","1","Yes","OutOfStock","",
"b7pla200g0","Orange Swarovski Crystal Brooch Flower with Leaves Design","49.99000","","1","1","Yes","OutOfStock","",
"b7pla201b0","Green Swarovski Crystal Brooch with Swan Extending Wings","84.99000","","1","1","Yes","OutOfStock","",
"b7pla202g0","Pink Swarovski Crystal Brooch with Swan Extending Wings","84.99000","","1","1","Yes","OutOfStock","",
"b7pla203p0","Grey Swarovski Crystal Brooch with Swan Extending Wings","84.99000","","1","1","Yes","OutOfStock","",
"b7pla204g0","Blue Swarovski Crystal Brooch with Swan Extending Wings","84.99000","","1","1","Yes","OutOfStock","",
"b7pla205p0","White Swarovski Crystal Brooch with Swan Extending Wings","84.99000","","1","1","Yes","OutOfStock","",
"b7pla206g0","Purple Swarovski Crystal Brooch with Swan Extending Wings","84.99000","","1","1","Yes","OutOfStock","",
"b7pla207p0","White Swarovski Crystal Brooch with Crown","98.99000","","1","1","Yes","OutOfStock","",
"b7pla208p0","Amethyst Swarovski Crystal Brooch with Crown","98.99000","","1","1","Yes","OutOfStock","",
"b7pla209g0","Orange Swarovski Crystal Brooch with Crown","98.99000","","1","1","Yes","OutOfStock","",
"b7pla210b0","Green Swarovski Crystal Brooch with Crown","98.99000","","1","1","Yes","OutOfStock","",
"b7pla211p0","Amethyst Flower Head Design Swarovski Crystal Brooch","92.99000","","1","1","Yes","OutOfStock","",
"b7pla212p0","Purple Flower Head Design Swarovski Crystal Brooch","92.99000","","1","1","Yes","OutOfStock","",
"b7pla213p0","Red Flower Head Design Swarovski Crystal Brooch","92.99000","","1","1","Yes","OutOfStock","",
"b7pla214p0","Blue Flower Head Design Swarovski Crystal Brooch","92.99000","","1","1","Yes","OutOfStock","",
"b7pla215g0","Yellow Flower Head Design Swarovski Crystal Brooch","92.99000","","1","1","Yes","OutOfStock","",
"b7pla216g0","Pink Flower Head Design Swarovski Crystal Brooch","92.99000","","1","1","Yes","OutOfStock","",
"b7pla217p0","White Floral Swarovski Element Crystal Brooch","46.99000","","1","1","Yes","OutOfStock","",
"b7pla218b0","Blue Floral Swarovski Element Crystal Brooch","46.99000","","1","1","Yes","OutOfStock","",
"b7pla219g0","Orange Floral Swarovski Element Crystal Brooch","46.99000","","1","1","Yes","OutOfStock","",
"b7pla220b0","Green Floral Swarovski Element Crystal Brooch","46.99000","","1","1","Yes","OutOfStock","",
"b7pla221b0","Pink Floral Swarovski Element Crystal Brooch","46.99000","","1","1","Yes","OutOfStock","",
"b7pla222g0","Yellow Floral Swarovski Element Crystal Brooch","46.99000","","1","1","Yes","OutOfStock","",
"b7pla223g0","Yellow Swarovski Crystal Brooch with Oval Shaped Crystals","25.99000","","1","1","Yes","OutOfStock","",
"b7pla224p0","White Swarovski Crystal Brooch with Oval Shaped Crystals","25.99000","","1","1","Yes","OutOfStock","",
"b7pla225p0","Purple Swarovski Crystal Brooch with Oval Shaped Crystals","25.99000","","1","1","Yes","OutOfStock","",
"b7pla226p0","Blue Swarovski Crystal Brooch with Oval Shaped Crystals","25.99000","","1","1","Yes","OutOfStock","",
"b7pla227p0","Green Swarovski Crystal Brooch with Oval Shaped Crystals","25.99000","","1","1","Yes","OutOfStock","",
"b7pla228g0","Grey Swarovski Element Crystal Brooch Flower with Half Cut Leaves","77.99000","","1","1","Yes","OutOfStock","",
"b7pla229g0","White Swarovski Element Crystal Brooch Flower with Half Cut Leaves","77.99000","","1","1","Yes","OutOfStock","",
"b7pla230g0","Pink Swarovski Element Crystal Brooch Flower with Half Cut Leaves","77.99000","","0","1","Yes","OutOfStock","",
"b7pla231b0","Green Swarovski Element Crystal Brooch Flower with Half Cut Leaves","77.99000","","1","1","Yes","OutOfStock","",
"b7pla232g0","Orange Swarovski Element Crystal Brooch Flower with Half Cut Leaves","77.99000","","1","1","Yes","OutOfStock","",
"b7pla233g0","Purple Swarovski Element Crystal Brooch Flower with Half Cut Leaves","77.99000","","1","1","Yes","OutOfStock","",
"b7pla234p0","White Swarovski Crystal Brooch Flower with Pearl and Crystalized Leaves","12.99000","","1","1","Yes","OutOfStock","",
"b7pla235g0","Orange Swarovski Element Crystal Brooch Heart Shaped Flowers with Crystalized Leaves","40.99000","","1","1","Yes","OutOfStock","",
"b7pla236p0","Pink Swarovski Element Crystal Brooch Heart Shaped Flowers with Crystalized Leaves","40.99000","","1","1","Yes","OutOfStock","",
"b7pla238p0","Grey Swarovski Element Crystal Brooch Heart Shaped Flowers with Crystalized Leaves","40.99000","","1","1","Yes","OutOfStock","",
"b7pla239p0","White Swarovski Element Crystal Brooch Heart Shaped Flowers with Crystalized Leaves","40.99000","","1","1","Yes","OutOfStock","",
"b7pla240g0","Swarovski Element Crystal Brooch Pearl Flower Necklace Pendant","17.99000","","1","1","Yes","OutOfStock","",
"b7pla241g0","Green Swarovski Crystal Brooch Striped Cat Design","49.99000","","1","1","Yes","OutOfStock","",
"b7pla242g0","Yellow Swarovski Crystal Brooch Striped Cat Design","49.99000","","1","1","Yes","OutOfStock","",
"b7pla243g0","Pink Swarovski Crystal Brooch Striped Cat Design","49.99000","","1","1","Yes","OutOfStock","",
"b7pla244b0","Black Swarovski Crystal Brooch Striped Cat Design","49.99000","","1","1","Yes","OutOfStock","",
"b7pla245p0","White Swarovski Crystal Brooch Striped Cat Design","49.99000","","1","1","Yes","OutOfStock","",
"b7pla246g0","Pink Swarovski Crystal Brooch Sunflower Flower Design with Crystalized Disk Flower","109.99000","","0","1","Yes","OutOfStock","",
"b7pla247g0","Purple Swarovski Crystal Brooch Sunflower Flower Design with Crystalized Disk Flower","109.99000","","1","1","Yes","OutOfStock","",
"b7pla248g0","Blue Swarovski Crystal Brooch Sunflower Flower Design with Crystalized Disk Flower","109.99000","","0","1","Yes","OutOfStock","",
"b7pla249p0","White Swarovski Crystal Brooch Sunflower Flower Design with Crystalized Disk Flower","109.99000","","1","1","Yes","OutOfStock","",
"b7pla250p0","Amethyst Brooch Square Petal Sunflower Design with Ab Crystalized Flower Disk","131.99000","","1","1","Yes","OutOfStock","",
"b7pla251p0","Blue Brooch Square Petal Sunflower Design with Ab Crystalized Flower Disk","131.99000","","1","1","Yes","OutOfStock","",
"b7pla252g0","Green Brooch Square Petal Sunflower Design with Ab Crystalized Flower Disk","131.99000","","1","1","Yes","OutOfStock","",
"b7pla253p0","Yellow Brooch Square Petal Sunflower Design with Ab Crystalized Flower Disk","131.99000","","1","1","Yes","OutOfStock","",
"b7pla254p0","White Brooch Square Petal Sunflower Design with Ab Crystalized Flower Disk","131.99000","","1","1","Yes","OutOfStock","",
"b7pla255g0","Orange Brooch Square Petal Sunflower Design with Ab Crystalized Flower Disk","131.99000","","1","1","Yes","OutOfStock","",
"b7pla256p0","White Swarovski Crystal Brooch Flower Bunch Design Necklace Pendant","72.99000","","1","1","Yes","OutOfStock","",
"b7pla257b0","Pink Swarovski Crystal Brooch Flower Bunch Design Necklace Pendant","72.99000","","1","1","Yes","OutOfStock","",
"b7pla258g0","Orange Swarovski Crystal Brooch Flower Bunch Design Necklace Pendant","72.99000","","1","1","Yes","OutOfStock","",
"b7pla259p0","Grey Swarovski Element Crystalized Flower Leaf Design with Hanging Pendant","33.99000","","1","1","Yes","OutOfStock","",
"b7pla260b0","Purple Swarovski Crystal Brooch Flower Bunch Design Necklace Pendant","72.99000","","1","1","Yes","OutOfStock","",
"b7pla261b0","Red Swarovski Crystal Brooch Flower Bunch Design Necklace Pendant","72.99000","","1","1","Yes","OutOfStock","",
"b7pla263b0","Green Swarovski Crystal Brooch Flower Bunch Design Necklace Pendant","72.99000","","1","1","Yes","OutOfStock","",
"b7pla264g0","Pink Swarovski Crystal Brooch with Crystalized Circular Patterns","59.99000","","1","1","Yes","OutOfStock","",
"b7pla265g0","Blue Swarovski Crystal Brooch with Crystalized Circular Patterns","59.99000","","1","1","Yes","OutOfStock","",
"b7pla266g0","Purple Swarovski Crystal Brooch with Crystalized Circular Patterns","59.99000","","1","1","Yes","OutOfStock","",
"b7pla267p0","White Swarovski Crystal Brooch with Crystalized Circular Patterns","59.99000","","1","1","Yes","OutOfStock","",
"b7pla268g0","Pink Swarovski Element Crystalized Flower Leaf Design with Hanging Pendant","33.99000","","1","1","Yes","OutOfStock","",
"b7pla269g0","Blue Swarovski Element Crystalized Flower Leaf Design with Hanging Pendant","33.99000","","1","1","Yes","OutOfStock","",
"b7pla270p0","Black Swarovski Element Crystalized Flower Leaf Design with Hanging Pendant","33.99000","","1","1","Yes","OutOfStock","",
"b7pla271g0","Green Swarovski Element Crystalized Flower Leaf Design with Hanging Pendant","33.99000","","1","1","Yes","OutOfStock","",
"b7pla272p0","Amethyst Swarovski Element Crystalized Flower Leaf Design with Hanging Pendant","33.99000","","1","1","Yes","OutOfStock","",
"b7pla274p0","Red Swarovski Crystal Brooch with Crystalized Bird Chilling On Branch with Leaf","36.99000","","1","1","Yes","OutOfStock","",
"b7pla275p0","Blue Swarovski Crystal Brooch with Crystalized Bird Chilling On Branch with Leaf","36.99000","","1","1","Yes","OutOfStock","",
"b7pla276g0","Yellow Swarovski Crystal Brooch with Crystalized Bird Chilling On Branch with Leaf","36.99000","","1","1","Yes","OutOfStock","",
"b7pla277p0","White Swarovski Crystal Brooch with Crystalized Bird Chilling On Branch with Leaf","36.99000","","1","1","Yes","OutOfStock","",
"b7pla278p0","Pink Swarovski Crystal Brooch with Crystalized Bird Chilling On Branch with Leaf","36.99000","","1","1","Yes","OutOfStock","",
"b7pla279p0","White Swarovski Crystal Brooch Crystalized Star Design with Oval Hanging Pendant","36.99000","","1","1","Yes","OutOfStock","",
"b7pla280p0","Orange Swarovski Crystal Brooch Crystalized Star Design with Oval Hanging Pendant","36.99000","","1","1","Yes","OutOfStock","",
"b7pla281p0","Yellow Swarovski Crystal Brooch Crystalized Star Design with Oval Hanging Pendant","36.99000","","1","1","Yes","OutOfStock","",
"b7pla282p0","Red Swarovski Crystal Brooch Crystalized Star Design with Oval Hanging Pendant","36.99000","","1","1","Yes","OutOfStock","",
"b7pla283g0","Red Swarovski Crystal Brooch Wildflower Design with Crystalized Leaves","32.99000","","1","1","Yes","OutOfStock","",
"b7pla284p0","Green Swarovski Crystal Brooch Wildflower Design with Crystalized Leaves","32.99000","","1","1","Yes","OutOfStock","",
"b7pla285g0","Yellow Swarovski Crystal Brooch Wildflower Design with Crystalized Leaves","32.99000","","1","1","Yes","OutOfStock","",
"b7pla286p0","White Swarovski Crystal Brooch Wildflower Design with Crystalized Leaves","32.99000","","1","1","Yes","OutOfStock","",
"b7pla287p0","White Swarovski Crystal Brooch Baby Bird Standing on Tree Branch with Crystalized Leaves","33.99000","","1","1","Yes","OutOfStock","",
"b7pla288p0","Purple Swarovski Crystal Brooch Baby Bird Standing on Tree Branch with Crystalized Leaves","33.99000","","1","1","Yes","OutOfStock","",
"b7pla289p0","Pink Swarovski Crystal Brooch Baby Bird Standing on Tree Branch with Crystalized Leaves","33.99000","","1","1","Yes","OutOfStock","",
"b7pla290p0","Blue Swarovski Crystal Brooch Baby Bird Standing on Tree Branch with Crystalized Leaves","33.99000","","1","1","Yes","OutOfStock","",
"b7pla291g0","Yellow Swarovski Crystal Brooch Baby Bird Standing on Tree Branch with Crystalized Leaves","33.99000","","1","1","Yes","OutOfStock","",
"b7pla292p0","Green Swarovski Crystal Brooch Wild Sunflower with Crystalized Ray Florets","30.99000","","1","1","Yes","OutOfStock","",
"b7pla293p0","Purple Swarovski Crystal Brooch Wild Sunflower with Crystalized Ray Florets","30.99000","","1","1","Yes","OutOfStock","",
"b7pla294p0","Red Swarovski Crystal Brooch Wild Sunflower with Crystalized Ray Florets","30.99000","","1","1","Yes","OutOfStock","",
"b7pla295p0","White Swarovski Crystal Brooch Wild Sunflower with Crystalized Ray Florets","30.99000","","1","1","Yes","OutOfStock","",
