sku	asin	price	quantity
W9BGA031G0	B00T5CYZMS	17.99	1
W9BGA032R0	B00T5CZ1EE	37.99	1
W9BGA033G0	B00T5CZ2QG	17.99	1
W9BGA034G0	B00T5CZ51I	17.99	1
W9BGA035G0	B00T5CZ78E	17.99	1
W9BGA036G0	B00T5CZ8TM	39.99	1
W9BGA037G0	B00T5CZAEK	24.99	1
W9BGA05P0	B00T8IVBJ4	6.99	1
W9BGA08P0	B00T8IZUGY	19.99	1
W9BGA09P0	B00T8J3BM8	24.99	1
W9BGA15P0	B00T8J5MF2	28.99	1
W9BGA17P0	B00T8J7WOQ	26.99	1
Z1BGA001P0	B00T71FPJO	14.99	1
Z1BGA002P0	B00T71FRGK	14.99	1
Z1BGA003P0	B00T71FT2C	14.99	1
Z1BGA004P0	B00T71FV1G	6.99	1
Z1BGA005P0	B00T71FWVK	54.99	1
Z1BGA006P0	B00T71FYCW	54.99	1
Z1BGA007P0	B00T71G0HU	49.99	1
Z1BGA008P0	B00T71G23W	54.99	1
Z1BGA009P0	B00T71G3TA	59.99	1
Z1BGA010P0	B00T71FPPI	19.99	1
Z3BGA014P0	B00T5GKZDC	9.99	1
Z3BGA050P0	B00T8GFO3U	15.99	1
Z3BGA052P0	B00T8GFRCS	15.99	1
Z3BGA053P0	B00T8GFUF2	17.99	1
Z3BGA055P0	B00T8GFY62	6.99	1
Z3BGA056P0	B00T8GG1X2	39.99	1
Z3BGA057P0	B00T8GG56A	24.99	1
Z3BGA058P0	B00T8GFNTA	24.99	1
Z3BGA059P0	B00T8GFRDC	34.99	1
Z3BGA060P0	B00T8GFUSE	39.99	1
Z3BGA061P0	B00T8GFYSK	24.99	1
Z3BGA062P0	B00T8GG1TG	24.99	1
Z3BGA063P0	B00T8G4E0Y	15.99	1
ad0179-3	B00PF47S0G	59.99	
ad0179-4	B00PF47SWO	59.99	5
b7nsa003p0	B010EJQINE	84.99	1
b7nsa013p0	B010EJQMRQ	60.99	1
b7nsa047p0	B010EJQPG4	125.99	1
b7nsa052p0	B010EJQRXA	59.99	1
b7nsa053p0	B010EJQX4I	104.99	1
b7nsa058p0	B010EJQZ1E	61.99	1
b7nsa065p0	B010EJQIIO	124.99	1
b7nsa109p0	B010EJQLFO	78.99	1
b7nsa140p0	B010EJQNZC	399.99	1
b7nsa152p0	B010EJQQNQ	59.99	1
b7nsa155p0	B010EJQTOW	69.99	1
b7nsa156p0	B010EJQVFY	64.99	1
b7pla045b0	B00TMNKAP6	38.99	1
b7pla046p0	B00TNMI18E	28.99	1
b7pla047g0v	B00TNMPP1A	30.99	1
b7pla048p0	B00TNMPOZ2	30.99	1
b7pla049p0	B00TNMPP0Q	30.99	1
b7pla051p0	B00TNMPP06	30.99	1
b7pla052p0	B00TNMV1K4	47.99	1
b7pla053g0	B00TNMV1L8	47.99	1
b7pla056p0	B00TNMV1KY	47.99	1
b7pla058g0	B00TNN32PU	30.99	1
b7pla059p0	B00TNN32OG	30.99	1
b7pla060p0	B00TNN32N2	30.99	1
b7pla061p0	B00TNN32P0	30.99	1
b7pla063g0	B00TNND5IY	47.99	1
b7pla065b0	B00TNND5IE	47.99	1
b7pla066p0	B00TNND5OS	47.99	1
b7pla067b0	B00TNNS3HM	55.99	1
b7pla068p0	B00TNNS3MW	55.99	1
b7pla069p0	B00TNNS3PE	55.99	1
b7pla070p0	B00TNNS3V8	55.99	1
b7pla071p0	B00TNNS3S6	55.99	1
b7pla072g0	B00TNNWCXS	35.99	1
b7pla074p0	B00TNNWD00	35.99	1
b7pla076p0	B00TNNWD4G	35.99	2
b7pla078p0	B00TNOF4UK	65.99	1
b7pla079p0	B00TNOF4S2	65.99	1
b7pla081b0	B00TNOF4T6	65.99	2
b7pla082p0	B00TNOF4WI	65.99	1
b7pla083g0	B00TNP1S0E	51.99	1
b7pla084p0	B00TNP1RKA	51.99	1
b7pla086p0	B00TNP1RPK	51.99	1
b7pla087p0	B00TNP1RMS	51.99	1
b7pla088g0	B00TNQ6S2G	47.99	1
b7pla090g0	B00TNQ6RZ4	47.99	1
b7pla092p0	B00TNQ6S4E	47.99	1
b7pla093g0	B00TNQ6RV8	47.99	1
b7pla094g0	B00TNQQF60	72.99	1
b7pla095b0	B00TNQQGCS	72.99	1
b7pla096p0	B00TNQQFG0	72.99	1
b7pla097p0	B00TNQQF8I	72.99	1
b7pla098g0	B00TNQQFGK	72.99	1
b7pla099g0	B00TNQQF5G	72.99	1
b7pla100p0	B00TNRTOSU	34.99	1
b7pla101p0	B00TNRTOS0	34.99	1
b7pla102p0	B00TNRTPHK	34.99	1
b7pla103g0	B00TNRTPQG	34.99	1
b7pla104p0	B00TNRTP16	34.99	1
b7pla105g0	B00TNSAMCQ	25.99	1
b7pla106g0	B00TNSAMB2	25.99	1
b7pla107g0	B00TNSAMAI	25.99	1
b7pla108g0	B00TNSAMCG	25.99	1
b7pla109g0	B00TNSAMDA	25.99	1
b7pla111p0	B00TNSG9IC	33.99	1
b7pla112p0	B00TNSG9JQ	33.99	1
b7pla113p0	B00TNSG9FA	33.99	1
b7pla114g0	B00TNSG9IM	33.99	1
b7pla115p0	B00TNSOKYW	76.99	1
b7pla116p0	B00TNSOKZG	76.99	1
b7pla118b0	B00TNSOKXI	76.99	1
b7pla119g0	B00TNSOKYM	76.99	1
b7pla120b0	B00TNSOL0A	76.99	1
b7pla121p0	B00TNSOL00	76.99	1
b7pla122p0	B00TNT16PW	33.99	1
b7pla123g0	B00TNT16QQ	33.99	1
b7pla124p0	B00TNT16V6	33.99	1
b7pla125p0	B00TNT16KM	33.99	1
b7pla126g0	B00TNT9050	37.99	1
b7pla127p0	B00TNT90BE	37.99	1
b7pla128p0	B00TNT90IC	37.99	1
b7pla129g0	B00TNT8ZZ6	37.99	1
b7pla130p0	B00TNTH2LY	38.99	1
b7pla131p0	B00TNTH2OQ	38.99	1
b7pla132p0	B00TNTH2X2	38.99	1
b7pla133p0	B00TNTH2T6	38.99	1
b7pla134p0	B00TNTON5W	45.99	1
b7pla135p0	B00TNTON6Q	45.99	1
b7pla136p0	B00TNTON8E	45.99	1
b7pla137p0	B00TNTON6G	45.99	1
b7pla138p0	B00TNTON2U	45.99	1
b7pla139g0	B00TNTOMYO	45.99	1
b7pla140g0	B00TNTX76I	72.99	1
b7pla141g0	B00TNTX7H2	72.99	1
b7pla142g0	B00TNTX790	72.99	1
b7pla143b0	B00TNTX79A	72.99	1
b7pla144p0	B00TNTX786	72.99	1
b7pla145p0	B00TNTX77W	72.99	1
b7pla146g0	B00TNU2AE2	65.99	1
b7pla147g0	B00TNU2AEM	65.99	1
b7pla148p0	B00TNU2AEC	65.99	1
b7pla149g0	B00TNU2AHO	65.99	1
b7pla150b0	B00TNU2AKG	65.99	1
b7pla151g0	B00TNU2AJC	65.99	1
b7pla152p0	B00TNU812M	79.99	1
b7pla153p0	B00TNU80UA	79.99	1
b7pla155g0	B00TNU80RI	79.99	1
b7pla156p0	B00TNU80NM	79.99	1
b7pla157p0	B00TMNKAPG	38.99	1
b7pla158p0	B00TMNKAN8	38.99	1
b7pla160p0	B00TOZP3A4	49.99	1
b7pla161p0	B00TOZP3I6	49.99	1
b7pla162p0	B00TOZP46C	49.99	1
b7pla163p0	B00TOZP3CW	49.99	1
b7pla164p0	B00TOZW5I2	61.99	1
b7pla165p0	B00TOZW5DM	61.99	1
b7pla166p0	B00TOZW5G4	61.99	1
b7pla167p0	B00TOZW7W6	61.99	1
b7pla168p0	B00TOZW5XW	61.99	1
b7pla169g0	B00TOZW61S	61.99	1
b7pla170g0	B00TP00EG6	49.99	1
b7pla171p0	B00TP00EGQ	49.99	1
b7pla172p0	B00TP00EHU	49.99	1
b7pla173p0	B00TP00EFC	49.99	1
b7pla174g0	B00TP00EIE	49.99	1
b7pla175p0	B00TP00EDY	49.99	1
b7pla176p0	B00TP05P2O	135.99	1
b7pla177g0	B00TP05O5M	135.99	1
b7pla178b0	B00TP05O48	135.99	1
b7pla179p0	B00TP0HDI8	62.99	1
b7pla180p0	B00TP0HDF6	62.99	1
b7pla181p0	B00TP0HDT2	62.99	1
b7pla182g0	B00TP0HDGK	62.99	1
b7pla184p0	B00TP0HDL0	62.99	1
b7pla185g0	B00TP0PMSQ	66.99	1
b7pla186g0	B00TP0PN8K	66.99	1
b7pla187p0	B00TP0PMU4	66.99	1
b7pla188g0	B00TP0R6XA	66.99	1
b7pla189p0	B00TP0PN44	66.99	1
b7pla190g0	B00TP0PMTU	66.99	1
b7pla191p0	B00TP12ORC	66.99	1
b7pla192p0	B00TP12P30	66.99	1
b7pla193g0	B00TP12PZS	66.99	1
b7pla194b0	B00TP12ORW	66.99	1
b7pla197g0	B00TP16BNU	49.99	1
b7pla199b0	B00TP16BOO	49.99	1
b7pla200g0	B00TP16C0C	49.99	1
b7pla201b0	B00TP1BARC	84.99	1
b7pla202g0	B00TP1BAQI	84.99	1
b7pla203p0	B00TP1BAQ8	84.99	1
b7pla204g0	B00TP1BAOU	84.99	1
b7pla205p0	B00TP1BAU4	84.99	1
b7pla206g0	B00TP1BAW2	84.99	1
b7pla207p0	B00TP1K276	98.99	1
b7pla208p0	B00TP1K28U	98.99	1
b7pla209g0	B00TP1K262	98.99	1
b7pla210b0	B00TP1K230	98.99	1
b7pla212p0	B00TP1SJLW	92.99	1
b7pla213p0	B00TP1SJ1W	92.99	1
b7pla214p0	B00TP1SJ4Y	92.99	1
b7pla215g0	B00TP1SJI0	92.99	1
b7pla216g0	B00TP1SJ12	92.99	1
b7pla217p0	B00TP1O20O	46.99	1
b7pla218b0	B00TP1O25O	46.99	1
b7pla219g0	B00TP1O1S2	46.99	1
b7pla220b0	B00TP1O1XW	46.99	1
b7pla221b0	B00TP1O222	46.99	1
b7pla222g0	B00TP1O23Q	46.99	1
b7pla223g0	B00TP2741M	25.99	1
b7pla224p0	B00TP273WM	25.99	1
b7pla225p0	B00TP273OU	25.99	1
b7pla226p0	B00TP273OK	25.99	1
b7pla227p0	B00TP273VS	25.99	1
b7pla228g0	B00TRCTAU8	77.99	1
b7pla229g0	B00TRCTAYO	77.99	1
b7pla231b0	B00TRCTAUS	77.99	1
b7pla232g0	B00TRCTAUI	77.99	1
b7pla233g0	B00TRCTAW6	77.99	1
b7pla234p0	B00TRD8BIE	12.99	1
b7pla235g0	B00TREOF6U	40.99	1
b7pla236p0	B00TREODSK	40.99	1
b7pla238p0	B00TREOD8U	40.99	1
b7pla239p0	B00TREOCZY	40.99	1
b7pla240g0	B00TRF1E36	17.99	1
b7pla241g0	B00TRDVIRK	49.99	1
b7pla242g0	B00TRDVGG8	49.99	1
b7pla243g0	B00TRDVG2M	49.99	1
b7pla244b0	B00TRDVGMW	49.99	1
b7pla245p0	B00TRDVGNQ	49.99	1
b7pla246g0	B00TRFYB1S	109.99	1
b7pla247g0	B00TRFY8ES	109.99	1
b7pla248g0	B00TRFY8HU	109.99	1
b7pla249p0	B00TRFY9P6	109.99	1
b7pla250p0	B00TRH04TO	131.99	1
b7pla251p0	B00TRH04YE	131.99	1
b7pla252g0	B00TRH05IY	131.99	1
b7pla253p0	B00TRH04TE	131.99	1
b7pla254p0	B00TRH050M	131.99	1
b7pla255g0	B00TRH04ZS	131.99	1
b7pla256p0	B00TRKWK34	72.99	1
b7pla257b0	B00TRKWK3Y	72.99	1
b7pla258g0	B00TRKWKCK	72.99	1
b7pla259p0	B00TRLII6Q	33.99	1
b7pla260b0	B00TRKWKB6	72.99	1
b7pla261b0	B00TRKWKMA	72.99	1
b7pla263b0	B00TRKWK84	72.99	1
b7pla264g0	B00TRL7X12	59.99	1
b7pla265g0	B00TRL7WQI	59.99	1
b7pla266g0	B00TRL7WTK	59.99	1
b7pla267p0	B00TRL7X1W	59.99	1
b7pla268g0	B00TRLIIE8	33.99	1
b7pla269g0	B00TRLIID4	33.99	1
b7pla270p0	B00TRLIICA	33.99	1
b7pla271g0	B00TRLIIC0	33.99	1
b7pla272p0	B00TRLII70	33.99	1
b7pla274p0	B00TRM227Q	36.99	1
b7pla275p0	B00TRM2258	36.99	1
b7pla276g0	B00TRM2212	36.99	1
b7pla277p0	B00TRM225S	36.99	1
b7pla278p0	B00TRM22CQ	36.99	1
b7pla279p0	B00TRMD87Y	36.99	1
b7pla280p0	B00TRMD88I	36.99	1
b7pla281p0	B00TRMD82O	36.99	1
b7pla282p0	B00TRMD8CO	36.99	1
b7pla283g0	B00TRMMRWQ	32.99	1
b7pla284p0	B00TRMMRV2	32.99	1
b7pla285g0	B00TRMMR8K	32.99	1
b7pla286p0	B00TRMMRUI	32.99	1
b7pla287p0	B00TRN45ES	33.99	1
b7pla288p0	B00TRN452U	33.99	1
b7pla289p0	B00TRN45AM	33.99	1
b7pla290p0	B00TRN45EI	33.99	1
b7pla291g0	B00TRN45UM	33.99	1
b7pla292p0	B00TT0CO2E	30.99	1
b7pla293p0	B00TT0CO56	30.99	1
b7pla294p0	B00TT0CNU2	30.99	1
b7pla295p0	B00TT0CRA8	30.99	1
b7pla296p0	B00TT0CO74	30.99	1
b7pla297g0	B00TT1CJU0	34.99	1
b7pla298p0	B00TT11XOS	28.99	1
b7pla299p0	B00TT11XSO	28.99	1
b7pla300p0	B00TT11XX4	28.99	1
b7pla301p0	B00TT11XZ2	28.99	1
b7pla302g0	B00TT11XJI	28.99	1
b7pla304b0	B00TT2SLWO	153.99	1
b7pla305g0	B00TT2SM3W	153.99	1
b7pla306b0	B00TT2SLRO	153.99	1
b7pla307p0	B00TT2SLJW	153.99	1
b7pla308b0	B00TT2SM7S	153.99	1
b7pla309b0	B00TT2SLOM	153.99	1
b7pla310p0	B00TT38P0G	121.99	1
b7pla311g0	B00TT38PAQ	121.99	1
b7pla312g0	B00TT38OZM	121.99	1
b7pla313p0	B00TT3QXTQ	100.99	1
b7pla314p0	B00TT3QXO6	100.99	1
b7pla315p0	B00TT3QXXW	100.99	1
b7pla316g0	B00TT3QXL4	100.99	1
b7pla317p0	B00TT3QXK0	100.99	1
b7pla318g0	B00TT5KDYU	62.99	1
b7pla319p0	B00TT5KDQ8	62.99	1
b7pla320p0	B00TT5KDJU	62.99	1
b7pla321g0	B00TT5KDLI	62.99	1
b7pla322g0	B00TT5KDRC	62.99	1
b7pla323g0	B00TT5KDL8	62.99	1
b7pla324g0	B00TT5RRBW	21.99	1
b7pla325p0	B00TT5XEKU	44.99	1
b7pla326p0	B00TT67DVK	88.99	1
b7pla327p0	B00TVF7GNY	65.99	1
b7pla328p0	B00TVF7GWU	65.99	1
b7pla329p0	B00TVF7GU2	65.99	1
b7pla330p0	B00TVF7H7E	65.99	1
b7pla331g0	B00TVF7H0G	65.99	1
b7pla332p0	B00TVG9F0A	47.99	1
b7pla333p0	B00TVG9EW4	47.99	1
b7pla334p0	B00TVG9EWY	47.99	1
b7pla335p0	B00TVG9F3M	47.99	1
b7pla336p0	B00TVG9ET2	47.99	1
b7pla337b0	B00TVGILT6	82.99	1
b7pla338g0	B00TVGIDKI	82.99	1
b7pla339p0	B00TVGIE8E	82.99	1
b7pla340p0	B00TVGPLAI	71.99	1
b7pla341b0	B00TVGPLBW	71.99	1
b7pla342b0	B00TVGPLGM	71.99	1
b7pla343g0	B00TVGPLCQ	71.99	1
b7pla344b0	B00TVGV7VU	121.99	1
b7pla345b0	B00TVGV80K	121.99	1
b7pla346b0	B00TVGV7U6	121.99	1
b7pla347p0	B00TVGV864	121.99	1
b7pla348g0	B00TVH78QM	94.99	1
b7pla349g0	B00TVH7D0I	94.99	1
b7pla350p0	B00TVH78WQ	94.99	1
b7pla351p0	B00TVH79O8	94.99	1
b7pla352g0	B00TVHGHVO	76.99	1
b7pla353p0	B00TVHGI36	76.99	1
b7pla354p0	B00TVHGHXM	76.99	1
b7pla355g0	B00TVHGHUU	76.99	1
b7pla356b0	B00TVHPPX0	59.99	1
b7pla357b0	B00TVHPPO4	59.99	1
b7pla358g0	B00TVHPPWG	59.99	1
b7pla360b0	B00TVHPPP8	59.99	1
b7pla361p0	B00TVHPPQW	59.99	1
b7pla362p0	B00U6GD1WM	34.99	1
b7pla363p0	B00U6GD1VI	34.99	1
b7pla364p0	B00U6GD23U	34.99	1
b7pla365g0	B00U6GD24E	34.99	1
b7pla366p0	B00U6GD2S0	34.99	1
b7pla368p0	B00U6GHUIS	39.99	1
b7pla369p0	B00U6GMBGE	23.99	1
b7pla370p0	B00U6GMBYG	23.99	1
b7pla372p0	B00U6GYENM	15.99	1
b7pla373p0	B00U6GYEUU	15.99	1
b7pla374p0	B00U6GYEWI	15.99	1
b7pla375p0	B00U6GYEV4	15.99	1
b7pla376p0	B00U6H5IEU	54.99	1
b7pla377g0	B00U6HS4JQ	54.99	1
b7pla378g0	B00U6HS46O	54.99	1
b7pla379g0	B00U6HS4PU	54.99	1
b7pla380p0	B00U6HS4B4	54.99	1
b7pla381g0	B00U6HS4G4	54.99	1
b7pla382g0	B00U6HS4FK	54.99	1
b7pla383g0	B00U6I3NZ0	35.99	1
b7pla391g0	B00U6IIIUU	29.99	1
b7pla392p0	B00U6IIIDW	29.99	1
b7pla393p0	B00U6IIJ3Q	29.99	1
b7pla394p0	B00U6IZGCS	34.99	1
b7pla396p0	B00U6O8NJU	34.99	1
b7pla397p0	B00U6O8NFE	34.99	1
b7pla398p0	B00U6O8NNQ	34.99	1
b7pla399g0	B00U6JSLXS	29.99	1
b7pla401g0	B00U6LPQBQ	39.99	1
b7pla402p0	B00U6LPP2G	39.99	1
b7pla403p0	B00U6LPPOO	39.99	1
b7pla404p0	B00U6MOKWQ	34.99	1
b7pla405p0	B00U6MOKVC	34.99	1
b7pla406p0	B00U6MOL7A	34.99	1
b7pla407p0	B00U6MOL66	34.99	1
b7pla408p0	B00U6MOMV0	34.99	1
b7pla409p0	B00U6POMRG	11.99	1
b7pla410g0	B00U6Q44A0	27.99	1
b7pla411g0	B00U6Q44G4	27.99	1
b7pla412b0	B00U6Q44C8	27.99	1
b7pla413p0	B00U6QC60U	39.99	1
b7pla414g0	B00U6QC35I	39.99	1
b7pla415b0	B00U6QC32G	39.99	1
b7pla416p0	B00U6QC3I0	39.99	1
b7pla417p0	B00U6QJ39W	29.99	1
b7pla418p0	B00U6QJ39C	29.99	1
b7pla419p0	B00U6QJ32O	29.99	1
b7pla420p0	B00U6QJ3EM	29.99	1
b7pla421g0	B00U6QO22U	21.99	1
b7pla422g0	B00U6QO1VW	21.99	1
b7pla423p0	B00U6QO1TE	21.99	1
b7pla424p0	B00U6QO1RG	21.99	1
b7pla425b0	B00U6QUEOK	34.99	1
b7pla426g0	B00U6QUEOA	34.99	1
b7pla427g0	B00U6R2AL4	17.99	1
b7pla428g0	B00U6R7KW8	14.99	1
b7pla429p0	B00U6RDOBO	24.99	1
b7pla430g0	B00U6RPHRI	35.99	1
b7pla431b0	B00U6RXMTI	31.99	1
b7pla433p0	B00U6SFHS6	15.99	1
b7pla434p0	B00U6SNUPS	45.99	1
b7pla435p0	B00U6S7TMI	27.99	1
b7pla436b0	B00U6S7TJG	27.99	1
b7pla437p0	B00U6S7TM8	27.99	1
b7pla438p0	B00U6S7TKK	27.99	1
b7pla439p0	B00U6S7T9Q	27.99	1
b7pla440b0	B00U6S7TBO	27.99	1
b7pla441p0	B00U6T65I6	25.99	1
b7pla442g0	B00U6T66CQ	25.99	1
b7pla443g0	B00U6T65H2	25.99	1
b7pla444g0	B00U6T65KE	25.99	1
b7pla445p0	B00U9PAWAY	9.99	1
b7pla446g0	B00U9PXJPO	24.99	1
b7pla447p0	B00U9Q82ZK	19.99	1
b7pla448p0	B00U9QIQDI	21.99	1
b7pla449p0	B00U9QQAJ0	11.99	1
b7pla450p0	B00U9PEUL6	35.99	1
b7pla451p0	B00U9PPD5I	17.99	1
b7pla452g0	B00U9RU8X8	17.99	1
b7pla453p0	B00U9RIO0M	29.99	1
b7pla454p0	B00U9RINWQ	29.99	1
b7pla455p0	B00U9RINXA	29.99	1
b7pla456p0	B00U9SZ68Y	18.99	1
b7pla457b0	B00U9S1H14	19.99	1
b7pla458p0	B00U9SASLO	27.99	1
b7pla459p0	B00U9SF6JS	19.99	1
b7pla460g0	B00U9SQ8RC	7.99	1
b7pla461g0	B00U9STOGO	59.99	1
b7pla463g0	B00U9T351I	14.99	1
b7pla464g0	B00U9T9RA6	29.99	1
b7pla465g0	B00U9THWZS	19.99	1
b7pla466g0	B00U9THWW6	19.99	1
b7pla467p0	B00U9TO0SU	24.99	1
b7pla468p0	B00U9TO0SK	24.99	1
b7pla469g0	B00U9TO0WQ	24.99	1
b7pla470p0	B00U9U0KJM	21.99	1
b7pla471p0	B00U9U0K3I	21.99	1
b7pla472p0	B00U9U0K10	21.99	1
b7pla473b0	B00U9UM7V6	24.99	1
b7pla474g0	B00U9Y9IFA	17.99	1
b7pla475p0	B00U9YCWXK	11.99	1
b7pla476p0	B00U9YJIH8	10.99	1
b7pla477p0	B00U9UDF12	12.99	1
b7pla478g0	B00U9U9B4M	19.99	1
b7pla480p0	B00U9Z4FAC	39.99	1
b7pla481p0	B00U9Z4FBG	39.99	1
b7pla482g0	B00U9YZ3HW	17.99	1
b7pla483g0	B00U9YZ3PO	17.99	1
b7pla484g0	B00U9YZ3JK	17.99	1
b7pla485g0	B00U9YZ3K4	17.99	1
b7pla486g0	B00U9YZ3AY	17.99	1
b7rsa001p05	B00TVM6ZR0	9.99	1
b7rsa001p6	B00TVM6ZMK	9.99	1
b7rsa002p6	B00TVM8SFC	9.99	1
b7rsa003p6	B00TVMH8RG	9.99	1
b7rsa003p7	B00TVMH916	9.99	1
b7rsa004p7	B00TVMMOCK	9.99	1
b7rsa005b5	B00TVMS76W	9.99	1
b7rsa005b6	B00TVMS7BM	9.99	1
b7rsa005b8	B00TVMS78A	9.99	1
b7rsa006p5	B00TVNGZ10	9.99	1
b7rsa006p6	B00TVNGZWY	9.99	1
b7rsa006p7	B00TVNGYVQ	9.99	1
b7rsa007p6	B00TVNMHSU	9.99	1
b7rsa007p7	B00TVNMHIA	9.99	1
b7rsa008p5	B00TVNRI6G	9.99	1
b7rsa008p6	B00TVNRIE8	9.99	1
b7rsa009p6	B00TVNWVAE	9.99	1
b7rsa010p6	B00TVNZ73W	9.99	1
b7rsa011b6	B00TVO2RUC	9.99	1
b7rsa011b7	B00TVO2RN4	9.99	1
b7rsa012p5	B00TVO6HGM	9.99	1
b7rsa012p6	B00TVO6HVW	9.99	1
b7rsa013e5	B00TVOAVIM	9.99	1
b7rsa013e6	B00TVOAW2C	9.99	1
b7rsa014e8	B00TVOFFB0	9.99	1
b7rsa015e5	B00TVOJKO8	9.99	1
b7rsa015e6	B00TVOJKA2	9.99	1
b7rsa015e7	B00TVOJKCA	9.99	1
b7rsa016e5	B00TVOR586	9.99	1
b7rsa016e6	B00TVOR57M	9.99	1
b7rsa016e7	B00TVOR5AY	9.99	1
b7rsa017e6	B00TVP00GE	9.99	1
b7rsa017e7	B00TVOZZS8	9.99	1
b7rsa018e5	B00TVP54UQ	9.99	1
b7rsa018e6	B00TVP551Y	9.99	1
b7rsa018e7	B00TVP54YM	9.99	1
b7rsa019p6	B00TVPCQ2U	9.99	1
b7rsa019p7	B00TVPCPUS	9.99	1
b7rsa020p5	B00TVPG90K	9.99	1
b7rsa020p6	B00TVPG842	9.99	1
b7rsa020p7	B00TVPG8GA	9.99	1
b7rsa021p7	B00TVPRC5G	9.99	1
b7rsa022g5	B00TVPVVD0	9.99	1
b7rsa022g6	B00TVPVUYA	9.99	1
b7rsa023e5	B00TVQ2YNA	9.99	1
b7rsa023e6	B00TVQ2YXU	9.99	1
b7rsa023e7	B00TVQ2Z84	9.99	1
b7rsa024b5	B00TVQ71QA	9.99	1
b7rsa024b6	B00TVQ71RE	9.99	1
b7rsa025e6	B00TVQDS44	9.99	1
b7rsa027p5	B00TVQMJ1W	9.99	1
b7rsa027p6	B00TVQMIUO	9.99	1
b7rsa027p7	B00TVQMJ0S	9.99	1
b7rsa028g7	B00TVQQS6Y	9.99	1
b7rsa030g5	B00TVR2EN4	9.99	1
b7rsa031g5	B00TVRFYYK	9.99	1
b7rsa031g6	B00TVRFYOK	9.99	4
b7rsa032e5	B00TVRTA90	9.99	1
b7rsa032e6	B00TVRTA5E	9.99	1
b7rsa032e7	B00TVRTA1S	9.99	1
b7rsa033p5	B00TVRX6ZO	9.99	1
b7rsa033p6	B00TVRX71M	9.99	1
b7rsa033p7	B00TVRX6TA	9.99	1
b7rsa034g5	B00TVS09DU	9.99	1
b7rsa034g6	B00TVS0AFC	9.99	1
b7rsa034g7	B00TVS096W	9.99	1
b7rsa034g8	B00TVS09EE	9.99	1
b7rsa034g9	B00TVS09BC	9.99	1
b7rsa035g5	B00TXMNR9C	9.99	1
b7rsa035g6	B00TXMNR1U	9.99	1
b7rsa035g7	B00TXMNQTI	9.99	1
b7rsa036e6	B00TXMPVM8	9.99	1
b7rsa036e7	B00TXN7Q0C	9.99	1
b7rsa037e5	B00TXN836S	9.99	1
b7rsa037e6	B00TXN825U	9.99	1
b7rsa037e7	B00TXN8282	9.99	8
b7rsa038e8	B00TXN821Y	9.99	1
b7rsa039e6	B00TXO1NQE	9.99	1
b7rsa040p5	B00TXO9348	9.99	1
b7rsa040p6	B00TXO92WG	9.99	1
b7rsa041p8	B00TXOBCB0	9.99	1
b7rsa042p6	B00TXODRNG	9.99	1
b7rsa043p5	B00TXOH5MA	9.99	1
b7rsa043p6	B00TXOH5XO	9.99	1
b7rsa044e5	B00TXOKCXE	9.99	1
b7rsa044e7	B00TXOKD2E	9.99	1
b7rsa045p5	B00TXOOHX0	9.99	1
b7rsa045p6	B00TXOOIWK	9.99	1
b7rsa045p7	B00TXOOI70	9.99	1
b7rsa046e7	B00TXORN1I	9.99	1
b7rsa047e5	B00TXOUFAY	9.99	1
b7rsa047e6	B00TXOUF68	9.99	1
b7rsa047e7	B00TXOUEW8	9.99	1
b7rsa048e6	B00TXOW4ZI	9.99	1
b7rsa050g5	B00TXQQRM2	9.99	1
b7rsa050g7	B00TXQQSVC	9.99	1
b7rsa051p6	B00TXQONY6	9.99	1
b7rsa051p7	B00TXQONYG	9.99	1
b7rsa052b05	B00TXQHZB4	9.99	1
b7rsa052b6	B00TXQHZ50	9.99	1
b7rsa055p6	B00TXQDMZ2	9.99	1
b7rsa056p7	B00TXQC9I8	9.99	1
b7rsa057p7	B00TXQAVEC	9.99	1
b7rsa058p5	B00TXQ9S1E	9.99	1
b7rsa058p6	B00TXQ9RT2	9.99	1
b7rsa059e5	B00TXQ7ZAK	9.99	1
b7rsa060b6	B00TXQ67C2	9.99	1
b7rsa060b7	B00TXQ677W	9.99	1
b7rsa061e7	B00TXQ30E0	9.99	1
b7rsa062b6	B00TXQ1FQ0	9.99	1
b7rsa062b7	B00TXQ1ES4	9.99	1
b7rsa063b6	B00TXPZE72	9.99	1
b7rsa064p6	B00TXPXZEQ	9.99	1
b7rsa157g5	B00TXPUGUW	9.99	1
b7rsa157g6	B00TXPUGRA	9.99	1
b7rsa157g7	B00TXPUHRO	9.99	1
gd0328	B00PBJIZNE	119.99	1
jd0088-1	B00PF47U3Q	33.99	5
jd0097-3	B00PF47W8O	35.99	17
jd0110-1	B00PF47YSC	34.99	2
jd0110-3	B00PF47ZTA	34.99	2
jd0111-2	B00PF4810M	60.99	6
jd0117	B00PF481X4	43.99	2
jd0117-1	B00PF482VK	43.99	2
jd0122	B00PBJJDH6	41.99	8
jd0146	B00POAV7KI	40.99	5
jd0146-2	B00POAV9BU	40.99	5
jd0146-4	B00POAVANW	40.99	5
jd0189	B00QY1I9KM	22.99	5
jd0189-1	B00PF4852Q	22.99	19
jd0190	B00POAVCDA	20.99	4
jd0192-3	B00PF4860M	95.99	3
jd0193	B00PBJJHWM	41.99	2
jd0193-4	B00PF486VG	41.99	2
